"Demographic component"	"Canton"	"Citizenship (category)"	"Sex"	"Age"	"2019"
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"31 years"	1875
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"32 years"	1679
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"33 years"	1831
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"34 years"	1864
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"35 years"	1895
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"36 years"	1824
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"37 years"	1842
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"38 years"	1832
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"39 years"	1763
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"40 years"	1737
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"41 years"	1722
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"42 years"	1671
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"43 years"	1691
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"44 years"	1712
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"45 years"	1684
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"46 years"	1688
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"47 years"	1906
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"48 years"	1918
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"49 years"	2049
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"50 years"	2053
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"51 years"	2201
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"52 years"	2140
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"53 years"	2232
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"54 years"	2230
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"55 years"	2324
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"56 years"	2156
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"57 years"	2206
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"58 years"	2112
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"59 years"	2040
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"60 years"	1991
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"61 years"	1907
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"62 years"	1770
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"63 years"	1827
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"64 years"	1659
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"65 years"	1720
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"66 years"	1560
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"67 years"	1559
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"68 years"	1496
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"69 years"	1476
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"70 years"	1400
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"71 years"	1443
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"72 years"	1339
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"73 years"	1339
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"74 years"	1304
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"75 years"	1298
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"76 years"	1163
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"77 years"	1125
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"78 years"	1101
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"79 years"	937
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"80 years"	933
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"81 years"	876
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"82 years"	872
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"83 years"	797
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"84 years"	790
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"85 years"	746
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"86 years"	703
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"87 years"	642
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"88 years"	575
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"89 years"	495
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"90 years"	454
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"91 years"	337
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"92 years"	293
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"93 years"	226
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"94 years"	204
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"95 years"	140
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"96 years"	83
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"97 years"	59
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"98 years"	39
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"99 years or older"	58
"Population on 31 December"	"Solothurn"	"Citizenship (category) - Total"	"Woman"	"No indication"	0
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"Age - Total"	195844
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"0 years"	1992
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"1 year"	1981
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"2 years"	1970
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"3 years"	1935
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"4 years"	1876
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"5 years"	1849
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"6 years"	1705
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"7 years"	1800
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"8 years"	1708
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"9 years"	1749
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"10 years"	1630
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"11 years"	1610
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"12 years"	1576
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"13 years"	1531
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"14 years"	1527
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"15 years"	1523
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"16 years"	1494
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"17 years"	1477
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"18 years"	1463
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"19 years"	1573
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"20 years"	1635
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"21 years"	1716
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"22 years"	1753
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"23 years"	1980
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"24 years"	2090
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"25 years"	2408
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"26 years"	2666
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"27 years"	2924
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"28 years"	3118
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"29 years"	3395
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"30 years"	3426
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"31 years"	3486
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"32 years"	3345
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"33 years"	3510
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"34 years"	3323
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"35 years"	3379
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"36 years"	3347
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"37 years"	3276
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"38 years"	3226
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"39 years"	3221
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"40 years"	2881
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"41 years"	2838
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"42 years"	2807
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"43 years"	2798
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"44 years"	2665
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"45 years"	2705
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"46 years"	2538
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"47 years"	2489
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"48 years"	2556
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"49 years"	2582
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"50 years"	2707
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"51 years"	2748
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"52 years"	2737
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"53 years"	2931
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"54 years"	2869
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"55 years"	2943
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"56 years"	2770
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"57 years"	2691
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"58 years"	2617
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"59 years"	2683
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"60 years"	2437
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"61 years"	2329
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"62 years"	2260
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"63 years"	2256
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"64 years"	2054
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"65 years"	1976
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"66 years"	1921
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"67 years"	1896
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"68 years"	1785
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"69 years"	1853
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"70 years"	1807
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"71 years"	1789
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"72 years"	1705
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"73 years"	1691
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"74 years"	1630
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"75 years"	1556
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"76 years"	1585
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"77 years"	1558
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"78 years"	1463
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"79 years"	1327
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"80 years"	1273
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"81 years"	1191
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"82 years"	1219
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"83 years"	1086
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"84 years"	1137
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"85 years"	993
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"86 years"	898
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"87 years"	902
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"88 years"	793
"Population on 31 December"	"Basel-Stadt"	"Citizenship (category) - Total"	"Sex - Total"	"89 years"	734
